ID,卡牌名称,魔女是否在游戏中生效,初始属性,召唤跳转,系别种类,光攻,暗攻,混攻,光防,暗防,混防,基础能量,基础能量恢复(点/s ),基础技能,升级增加属性,升级系数(属性类型&系数值|属性类型&系数值...),升阶系数,升星增加属性,升星系数,初始武器ID,初始宠物,宠物id,魔女对应升星道具,升星所需碎片系数,碎片合成数,升星碎片数组,魔女重复碎片数,魔女升阶道具,特殊条件能量恢复速度系数,魔女品质,魔女初始星级,魔女最大星级,魔女初始阶,最大阶数,小阶跨度,升阶获得技能点,天赋ID,魔女天赋id,升级所需系数,升级系数,升级经验组,构筑,构筑点加成,死亡相关动作,角色套用资源,配音,魔女对应道具图,称号,魔女台词,种族对应,来源,身高|年龄|体重|血型|三围|生日,人物传记id,星盘,新的星盘,星盘显示属性,乐器,魔女使用乐器,乐器模型位置,乐器模型旋转角度,乐器模型大小,对应皮肤,好感度相关,升华对白,喜好对白,非喜好对白,升华图片,玻璃颜色,玻璃对白,羁绊,羁绊形状prefab,魔女关联羁绊,装备推荐,prefab位置信息,羁绊经验加成（升星）,羁绊经验加成（升阶）,升级给予的羁绊经验,对应回忆本,立绘音效路径,立绘配音fmod路径,立绘配音fmod路径(日语),魔女战斗相关,刻印属性提升,刻印碎片数组,魔女音乐厅标签,魔女普攻类型,魔女天赋1,魔女天赋2,魔女天赋3,中配,日配,夜莺语,定位类型,描述,描述,UP池描述,蓄力技动作偏移,精力消耗速度,无精力后普攻射速降低百分比上限和时间,场下精力每秒恢复速度,无精力后场上恢复精力间隔,精力恢复速度和频率,音乐厅演唱音轨,卡牌名称
id,Name,isWitchActive,OrgAttribute,CallJump,attri_type,lt_atk,dk_atk,cs_atk,lt_def,dk_def,cs_def,OrgMp,OrgMpRate,OrgSkills,LvUpAttrUp,LvUpAttrRates,StepUpAttrRates,StarUpAttrUp,StarUpAttrRates,Weapon_id,lackey,Lackeys_id,StarItemID,StarUpCostRate,PatchCompose,StarUpCost,StarRepeat,StepUp_id,SpeedupMpRate,Quality,Star,Star_MAX,Step,MaxStep,MinStep,SkillPoint,TalentID,NewTalentID,LvUpCostRate,LvUpCount,LvUpGroup,Build_id,Builddotadd,dieAniState,avatar_hero,WitchSound,itemPath,Name_after,dialog,RaceID,itemForm,CardInfor,Story_id,Star_world,SWPartList,Star_world_att,MusicInstrument,musical_use,MusicModPos,MusicModRot,MusicModScale,Skin,Intimacy,Dialogue,PreferencesDialogue01,PreferencesDialogue02,SublimationPic,GlassColor,GlassDialogue,Fetter,FetterPrefab,Fetter_relation,EquipSuitRecommend,FetterPrefabPos,Fetter_exp_star,Fetter_exp_step,Fetter_exp_lv_param,memory_copy,SpineFmodPath,WitchSoundFmodPath,WitchSoundFmodPathJP,FightSoundID,MarkUpAttrUp,MarkUpCost,Appearance,AtkType,BuildSkill1,BuildSkill2,BuildSkill3,CV_CN,CV_JP,Name_EN,job,Name_job,Name_job_des,Name_UP,xuliaction,energy_cost,slow_speed_,energy_recover,recover_time,recover_rate,Sing_track,Name_cn
number,number,number,array_&_|,number,number,number,number,number,number,number,number,number,number,array_|,array_&_|,array_&_|,array_&_|,array_&_|,array_&_|,number,number,array_&_|,number,number,number,array_|,number,number,number,number,number,number,number,number,number,array_|,number,array_&_|,number,number,number,string,array_&_|,string,number,array_|,string,number,number,number,number,string,string,number,array_|,array_&,array_&_|,array_&,array_&_|,array_&_|,array_|,array_&,array_&,string,array_&,number,string,number,number,array_&,number,array_&,array_&_|,array_&_|,array_&_|,array_&_|,array_&_|,array_&,string,string,string,number,array_&_|,array_|,array_|,int,array_&_|,array_&_|,array_&_|,string,string,string,number,number,number,number,number,number,array_|,number,number,array_|,string,string
1001,10050001,1,1&1499|2&294|5&207|20&0|21&0|3&400|16&10|22&100,1,3,0,0,1000,1000,1000,1000,100,10,100101|100103|100102,1&170|2&33|5&23|20&0|21&0,1&0.011725&0.01231125&0.0129268125&0.013573153125&0.01425181078125&0.0149644013203125|2&0.003584&0.0037632&0.00395136&0.004148928&0.0043563744&0.00457419312|3&0&0&0&0&0&0|4&0&0&0&0&0&0|5&0.002&0.0021&0.002205&0.00231525&0.0024310125&0.002552563125|20&0&0&0&0&0&0|21&0&0&0&0&0&0,1&273&600&655&709&764|2&54&118&129&139&150|5&38&83&91&98&106|20&36&79&86&93&101|21&19&41&45&48&52|4&0&0&0&0&0,1&0&143&215&287&359&430|2&0&28&42&57&70&84|5&0&20&30&40&49&59|20&0&18&28&38&47&57|21&0&9&15&20&24&29|4&0&0&0&0&0&0,582,0,30010101,1&30010101&1|1&30010102&3|1&30010202&5|1&30010103&6|1&30010203&7|2&10010102&10010102|2&10010103&10010103,3000001,10,10,10|30|60|120|240|0,5,100101,1.5,2,1,6,1,9,1,1|1|1|2|2|2|2|3|3|3|3|4,100101,2&100103|3&100104|5&100105|6&100106,20,3,1,1|35|41|50|56|101,1&1|3&3|5&14,SiWang,1001,41001001|41001002|41001003,source_icon/item/3000001,20050001,30050001,1,-1,155cm|15|42kg|A|82/55/87|03.24,3&1&10010001|3&6&10010002|3&11&10010003|3&16&10010004,3000001,10105|20105|30105|40105|50105|60105|70105|80105|90105,2&4&16&18,2&6&100201,2,-1.1&-0.48&0,0&26.3&0,0.7,10010001&10010002&10010003,1001&502&1001&1001,1001023|1001021,30150002&30150003,30150001,source_common/comm_bg_2|source_avatar/haogan/haogan_1001|0&0|1,100,1001017,100101&100102,22,100101,1&1047|3&1008,1&1002&100101|2&1003&100102,1&0|2&200|3&300|4&400|5&500|6&600,1&0|2&200|3&300|4&400|5&500|6&600|7&700|8&800|9&900|10&1000|11&1100|12&1200,2&30&10|31&60&30,-1,event:/GameEffect/UIEffect/CardCharacterXlsx-SpineFmodPath-1001,event:/GameEffect/WitchSound/CardCharacterXlsx-WitchSoundFmodPath-1001,event:/GameEffect/WitchSound/JP/CardCharacterXlsx-WitchSoundFmodPath-1001_JP,1001,1&52&2&10&5&7&1&52&2&10&5&7&20&14&21&7|1&104&2&20&5&14&1&104&2&20&5&14&20&27&21&14|1&156&2&30&5&21&1&156&2&30&5&21&20&41&21&21|1&209&2&41&5&29&1&209&2&41&5&29&20&55&21&28|1&260&2&51&5&36&1&260&2&51&5&36&20&69&21&36,2|4|7|16|36|36,2,1,1&1&5|1&2&5,30&1&10|30&2&10,50&1&15|50&2&10,40050001.0,50050001.0,Anna,1,60050020,70050001,60051020,0,1,80|2,6.6,15,100|0.5,-1,安娜
1002,10050002,1,1&1927|2&374|5&266|20&0|21&0|3&400|16&10|22&100,1,1,1000,0,0,1000,1000,1000,100,10,100201|100203|100202,1&219|2&43|5&30|20&0|21&0,1&0.015525&0.01630125&0.0171163125&0.017972128125&0.01887073453125&0.0198142712578125|2&0.0039&0.004095&0.00429975&0.0045147375&0.004740474375&0.00497749809375|3&0&0&0&0&0&0|4&0&0&0&0&0&0|5&0.0033&0.003465&0.00363825&0.0038201625&0.004011170625&0.00421172915625|20&0&0&0&0&0&0|21&0&0&0&0&0&0,1&350&771&841&911&981|2&68&150&164&177&191|5&48&106&116&125&135|20&46&102&111&121&130|21&24&53&58&63&67|4&0&0&0&0&0,1&0&0&346&460&576&692|2&0&0&68&89&112&134|5&0&0&48&64&80&95|20&0&0&45&61&76&92|21&0&0&24&32&40&48|4&0&0&0&0&0&0,486,0,10010201,1&10010201&1|1&10010202&3|1&10010302&5|1&10010203&6|1&10010303&7|2&20010302&20010302|2&20010303&20010303,3000002,10,30,10|30|60|120|240|0,18,100201,1.5,3,2,6,1,9,1,1|1|1|2|2|2|2|3|3|3|3|4,100201,3&100203|4&100204|5&100205|6&100206,30,3,1,4|35|41|50|56|101,1&6|3&2|4&14|5&4,SiWang,1002,41002001|41002002|41002003,source_icon/item/3000002,20050002,30050002,2,-1,155cm|18|42kg|A|82/55/87|06.17,3&1&10020001|3&6&10020002|3&11&10020003|3&16&10020004,3000002,10209|20209|30209|40209|50209|60209|70209|80209|90209,2&20&21&16,2&6&100201,2,-1.1&-0.48&0,0&26.3&0,0.7,10020001,1002&502&1002&1002,1002020|1002023,30150005&30150006,30150004,source_common/comm_bg_2|source_avatar/haogan/haogan_1002|0&0|1,140,1002019,100201&100202&100203,223,-1,1&1048|2&1021|3&1039,1&1012&100201|2&1015&100203|3&1035&100203|4&1013&100202,1&0|2&0|3&300|4&400|5&500|6&600,1&0|2&200|3&300|4&400|5&500|6&600|7&700|8&800|9&900|10&1000|11&1100|12&1201,2&30&10|31&60&30,-1,event:/GameEffect/UIEffect/CardCharacterXlsx-SpineFmodPath-1002,event:/GameEffect/WitchSound/CardCharacterXlsx-WitchSoundFmodPath-1002,event:/GameEffect/WitchSound/JP/CardCharacterXlsx-WitchSoundFmodPath-1002_JP,1002,1&0&2&0&5&0&1&0&2&0&5&0&20&0&21&0|1&162&2&31&5&22&1&162&2&31&5&22&20&42&21&22|1&242&2&47&5&33&1&242&2&47&5&33&20&64&21&33|1&323&2&62&5&44&1&323&2&62&5&44&20&85&21&44|1&404&2&78&5&55&1&404&2&78&5&55&20&106&21&55,2|4|7|16|36|36,6,1,1&1&5|1&2&6,30&1&10|30&2&11,50&1&15|50&2&11,40050002.0,50050002.0,Sinsia,1,60050020,70050002,60051020,0.9,1.25,80|2,6.6,15,100|0.5,-1,辛西娅
1003,10050003,1,1&1310|2&385|5&366|20&0|21&0|3&375|16&10|22&100,1,1,1000,0,0,1000,1000,1000,100,10,100301|100303|100302,1&149|2&44|5&42|20&0|21&0,1&0.014749&0.01548645&0.0162607725&0.017073811125&0.01792750168125&0.0188238767653125|2&0.0039&0.004095&0.00429975&0.0045147375&0.004740474375&0.00497749809375|3&0&0&0&0&0&0|4&0&0&0&0&0&0|5&0.0033&0.003465&0.00363825&0.0038201625&0.004011170625&0.00421172915625|20&0&0&0&0&0&0|21&0&0&0&0&0&0,1&238&524&572&619&667|2&70&154&168&182&196|5&66&146&159&173&186|20&46&102&111&121&130|21&25&56&61&66&71|4&0&0&0&0&0,1&0&0&235&313&392&470|2&0&0&70&92&116&138|5&0&0&66&87&110&131|20&0&0&45&61&76&92|21&0&0&25&33&42&50|4&0&0&0&0&0&0,544,0,10010301,1&10010301&1|1&10010302&3|1&10010102&5|1&10010303&6|1&10010103&7|2&20010102&20010102|2&20010103&20010103,3000003,10,30,10|30|60|120|240|0,18,100301,1.5,3,2,6,1,9,1,1|1|1|2|2|2|2|3|3|3|3|4,100301,3&100303|4&100304|5&100305|6&100306,30,3,1,31|36|42|76|59|102,1&3|3&2|4&7|5&4,SiWang,1003,41003001|41003002|41003003,source_icon/item/3000003,20050003,30050003,1,-1,163cm|16|46kg|O|88/56/94|10.12,3&1&10030001|3&6&10030002|3&11&10030003|3&16&10030004,3000003,10201|20201|30201|40201|50201|60201|70201|80201|90201,2&4&20&16,3&6&100301,3,-1.73&-0.69&0,0&0&0,1.1,10030001&10030002&10030003&10030004,1003&503&1003&1003,1003022|1003023,30150008&30150009,30150007,source_common/comm_bg_2|source_avatar/haogan/haogan_1003|0&0|1,100,1003021,100301&100302&100303,223,100101,1&1038|2&1044|3&1009,1&1010&100301|2&1001&100303|3&1004&100303|4&1009&100302,1&0|2&0|3&300|4&400|5&500|6&600,1&0|2&200|3&300|4&400|5&500|6&600|7&700|8&800|9&900|10&1000|11&1100|12&1202,2&30&10|31&60&30,-1,event:/GameEffect/UIEffect/CardCharacterXlsx-SpineFmodPath-1003,event:/GameEffect/WitchSound/CardCharacterXlsx-WitchSoundFmodPath-1003,event:/GameEffect/WitchSound/JP/CardCharacterXlsx-WitchSoundFmodPath-1003_JP,1003,1&0&2&0&5&0&1&0&2&0&5&0&20&0&21&0|1&110&2&32&5&31&1&110&2&32&5&31&20&42&21&23|1&165&2&48&5&46&1&165&2&48&5&46&20&64&21&35|1&220&2&64&5&61&1&220&2&64&5&61&20&85&21&46|1&274&2&80&5&76&1&274&2&80&5&76&20&106&21&58,2|4|7|16|36|36,2,2,1&1&5|1&2&7,30&1&10|30&2&12,50&1&15|50&2&12,40050003.0,50050003.0,Sibel,1,60050021,70050003,60051021,1,1.67,80|2,6.6,15,100|0.5,-1,希贝尔
1004,10050004,1,1&1484|2&330|5&354|20&0|21&0|3&400|16&10|22&100,1,1,1000,0,0,1000,1000,1000,100,10,100401|100403|100402,1&169|2&37|5&39|20&0|21&0,1&0.014749&0.01548645&0.0162607725&0.017073811125&0.01792750168125&0.0188238767653125|2&0.0039&0.004095&0.00429975&0.0045147375&0.004740474375&0.00497749809375|3&0&0&0&0&0&0|4&0&0&0&0&0&0|5&0.0033&0.003465&0.00363825&0.0038201625&0.004011170625&0.00421172915625|20&0&0&0&0&0&0|21&0&0&0&0&0&0,1&270&594&648&702&756|2&60&132&144&156&168|5&64&141&154&167&179|20&20&43&47&51&55|21&19&41&45&48&52|4&0&0&0&0&0,1&0&142&213&284&355&426|2&0&32&47&64&79&94|5&0&34&51&68&85&101|20&0&10&15&21&25&31|21&0&9&15&20&24&29|4&0&0&0&0&0&0,700,0,10010101,1&10010101&1|1&10010102&3|1&10010202&5|1&10010103&6|1&10010203&7|2&20010202&20010202|2&20010203&20010203,3000004,10,10,10|30|60|120|240|0,5,100401,1.5,2,1,6,1,9,1,1|1|1|2|2|2|2|3|3|3|3|4,100401,2&100403|3&100404|5&100405|6&100406,20,3,1,19|38|44|75|51|777,1&13|3&1|5&17,SiWang,1004,41004001|41004002|41004003,source_icon/item/3000004,20050004,30050004,1,-1,170cm|20|57kg|A|103/58/91|01.03,3&1&10040001|3&6&10040002|3&11&10040003|3&16&10040004,3000004,10108|20108|30108|40108|50108|60108|70108|80108|90108,2&5&1&4,4&6&100401,4,-1.67&-0.69&0,0&0&0,1.1,10040001,1004&504&1004&1004,1004020|1004023,30150011&30150012,30150010,source_common/comm_bg_2|source_avatar/haogan/haogan_1004|0&0|1,100,1004017,100401&100402,22,100201,1&1003|3&1021,1&1005&100401|2&1006&100402,1&0|2&200|3&300|4&400|5&500|6&600,1&0|2&200|3&300|4&400|5&500|6&600|7&700|8&800|9&900|10&1000|11&1100|12&1203,2&30&10|31&60&30,-1,event:/GameEffect/UIEffect/CardCharacterXlsx-SpineFmodPath-1004,event:/GameEffect/WitchSound/CardCharacterXlsx-WitchSoundFmodPath-1004,event:/GameEffect/WitchSound/JP/CardCharacterXlsx-WitchSoundFmodPath-1004_JP,1004,1&52&2&12&5&13&1&52&2&12&5&13&20&8&21&7|1&103&2&22&5&24&1&103&2&22&5&24&20&15&21&14|1&155&2&34&5&37&1&155&2&34&5&37&20&22&21&21|1&207&2&46&5&49&1&207&2&46&5&49&20&30&21&28|1&258&2&58&5&62&1&258&2&58&5&62&20&38&21&36,2|4|7|16|36|36,1,4,1&1&5|1&2&8,30&1&10|30&2&13,50&1&15|50&2&13,40050004.0,50050004.0,Celeste,2,60050022,70050004,60051022,0.532,10,80|2,5,15,100|0.5,-1,莎莉丝特
1005,10050005,1,1&1049|2&300|5&279|20&0|21&0|3&375|16&10|22&100,1,1,1000,0,0,1000,1000,1000,100,10,100501|100503|100502,1&119|2&33|5&31|20&0|21&0,1&0.0099&0.010395&0.01091475&0.0114604875&0.012033511875&0.01263518746875|2&0.0039&0.004095&0.00429975&0.0045147375&0.004740474375&0.00497749809375|3&0&0&0&0&0&0|4&0&0&0&0&0&0|5&0.0033&0.003465&0.00363825&0.0038201625&0.004011170625&0.00421172915625|20&0&0&0&0&0&0|21&0&0&0&0&0&0,1&191&420&458&496&535|2&55&120&131&142&153|5&51&112&122&132&143|20&36&79&86&93&101|21&20&43&47&51&55|4&0&0&0&0&0,1&0&100&151&201&251&301|2&0&29&43&58&72&86|5&0&27&40&54&67&80|20&0&18&28&38&47&57|21&0&10&15&21&25&31|4&0&0&0&0&0&0,504,0,30010301,1&30010301&1|1&30010302&3|1&30010102&5|1&30010303&6|1&30010103&7|2&10010302&10010302|2&10010303&10010303,3000005,10,10,10|30|60|120|240|0,5,100501,1.5,2,1,6,1,9,1,1|1|1|2|2|2|2|3|3|3|3|4,100501,2&100503|3&100504|5&100505|6&100506,20,3,1,7|36|42|55|76|59|102,1&10|3&15|5&3,SiWang,1005,41005001|41005002|41005003,source_icon/item/3000005,20050005,30050005,1,-1,172cm|19|62kg|AB|100/60/94|09.09,3&1&10050001|3&6&10050002|3&11&10050003|3&16&10050004,3000005,10106|20106|30106|40106|50106|60106|70106|80106|90106,2&20&21&16,5&6&100501,5,-1.67&-0.68&0,0&0&0,1.1,10050001,1005&503&1005&1005,1005022|1005023,30150014&30150015,30150013,source_common/comm_bg_2|source_avatar/haogan/haogan_1005|0&0|1,100,1005017,100501&100502,22,100201&100303,1&1046|3&1029,1&1004&100501|2&1012&100502,1&0|2&200|3&300|4&400|5&500|6&600,1&0|2&200|3&300|4&400|5&500|6&600|7&700|8&800|9&900|10&1000|11&1100|12&1204,2&30&10|31&60&30,-1,event:/GameEffect/UIEffect/CardCharacterXlsx-SpineFmodPath-1005,event:/GameEffect/WitchSound/CardCharacterXlsx-WitchSoundFmodPath-1005,event:/GameEffect/WitchSound/JP/CardCharacterXlsx-WitchSoundFmodPath-1005_JP,1005,1&37&2&11&5&10&1&37&2&11&5&10&20&14&21&8|1&73&2&20&5&19&1&73&2&20&5&19&20&27&21&15|1&109&2&31&5&29&1&109&2&31&5&29&20&41&21&22|1&146&2&42&5&39&1&146&2&42&5&39&20&55&21&30|1&182&2&52&5&49&1&182&2&52&5&49&20&69&21&38,2|4|7|16|36|36,1,2,1&1&5|1&2&9,30&1&10|30&2&14,50&1&15|50&2&14,40050005.0,50050005.0,Karolin,1,60050021,70050005,60051021,0.936,1.67,80|2,6.6,15,100|0.5,-1,嘉萝琳
1006,10050006,1,1&1649|2&270|5&228|20&0|21&0|3&350|16&10|22&100,1,3,0,0,1000,1000,1000,1000,100,10,100601|100603|100602,1&187|2&30|5&25|20&0|21&0,1&0.0099&0.010395&0.01091475&0.0114604875&0.012033511875&0.01263518746875|2&0.0039&0.004095&0.00429975&0.0045147375&0.004740474375&0.00497749809375|3&0&0&0&0&0&0|4&0&0&0&0&0&0|5&0.002&0.0021&0.002205&0.00231525&0.0024310125&0.002552563125|20&0&0&0&0&0&0|21&0&0&0&0&0&0,1&300&660&720&780&840|2&49&108&118&128&137|5&41&91&99&108&116|20&30&67&73&79&85|21&22&48&52&57&61|4&0&0&0&0&0,1&0&158&237&316&395&473|2&0&26&39&52&65&77|5&0&22&33&44&55&65|20&0&15&24&32&39&48|21&0&11&17&23&28&34|4&0&0&0&0&0&0,616,0,30010101,1&30010101&1|1&30010102&3|1&30010202&5|1&30010103&6|1&30010203&7|2&10010102&10010102|2&10010103&10010103,3000006,10,10,10|30|60|120|240|0,5,100601,1.5,2,1,6,1,9,1,1|1|1|2|2|2|2|3|3|3|3|4,100601,3&100603|4&100604|5&100605|6&100606,20,3,1,29|40|46|53|106,1&1|3&2|4&18,SiWang,1006,41006001|41006002|41006003,source_icon/item/3000006,20050006,30050006,1,-1,152cm|14|36kg|O|80/55/82|02.22,3&1&10060001|3&6&10060002|3&11&10060003|3&16&10060004,3000006,10112|20112|30112|40112|50112|60112|70112|80112|90112,5&1&4&18,6&6&100601,6,-1.67&-0.67&0,0&0&0,1.1,10060001&10060002,1006&504&1006&1006,1006019|1006023,30150017&30150018,30150016,source_common/comm_bg_2|source_avatar/haogan/haogan_1006|0&0|1,100,1006021,100601&100602,22,100201,4&1036,1&1004&100601|2&1005&100602,1&0|2&200|3&300|4&400|5&500|6&600,1&0|2&200|3&300|4&400|5&500|6&600|7&700|8&800|9&900|10&1000|11&1100|12&1205,2&30&10|31&60&30,-1,event:/GameEffect/UIEffect/CardCharacterXlsx-SpineFmodPath-1006,event:/GameEffect/WitchSound/CardCharacterXlsx-WitchSoundFmodPath-1006,event:/GameEffect/WitchSound/JP/CardCharacterXlsx-WitchSoundFmodPath-1006_JP,1006,1&58&2&10&5&8&1&58&2&10&5&8&20&12&21&9|1&114&2&18&5&15&1&114&2&18&5&15&20&23&21&16|1&172&2&28&5&24&1&172&2&28&5&24&20&34&21&25|1&230&2&38&5&32&1&230&2&38&5&32&20&46&21&33|1&286&2&47&5&40&1&286&2&47&5&40&20&58&21&42,2|4|7|16|36|36,1,6,1&1&5|1&2&10,30&1&10|30&2&15,50&1&15|50&2&15,40050006.0,50050006.0,Sabrina,3,60050023,70050006,60051023,0.85,2.5,80|2,7,15,100|0.5,-1,塞布丽娜
1007,10050007,1,1&1499|2&330|5&354|20&0|21&0|3&400|16&10|22&100,1,2,0,1000,0,1000,1000,1000,100,10,100701|100703|100702,1&170|2&37|5&39|20&0|21&0,1&0.0099&0.010395&0.01091475&0.0114604875&0.012033511875&0.01263518746875|2&0.003125&0.00328125&0.0034453125&0.003617578125&0.00379845703125&0.0039883798828125|3&0&0&0&0&0&0|4&0&0&0&0&0&0|5&0.002&0.0021&0.002205&0.00231525&0.0024310125&0.002552563125|20&0&0&0&0&0&0|21&0&0&0&0&0&0,1&273&600&655&709&764|2&60&132&144&156&168|5&64&141&154&167&179|20&19&41&45&48&52|21&19&42&46&50&53|4&0&0&0&0&0,1&0&143&215&287&359&430|2&0&32&47&64&79&94|5&0&34&51&68&85&101|20&0&10&15&20&24&30|21&0&10&15&20&25&30|4&0&0&0&0&0&0,476,0,20010201,1&20010201&1|1&20010202&3|1&20010302&5|1&20010203&6|1&20010303&7|2&30010102&30010102|2&30010103&30010103,3000007,10,10,10|30|60|120|240|0,5,100701,1.5,2,1,6,1,9,1,1|1|1|2|2|2|2|3|3|3|3|4,100701,2&100703|3&100704|5&100705|6&100706,20,3,1,22|38|44|75|51|777,1&4|3&17|5&3,SiWang,1007,41007001|41007002|41007003,source_icon/item/3000007,20050007,30050007,1,-1,154cm|15|40kg|AB|79/56/81|11.24,3&1&10070001|3&6&10070002|3&11&10070003|3&16&10070004,3000007,10104|20104|30104|40104|50104|60104|70104|80104|90104,2&20&21&16,2&6&100201,2,-1.1&-0.48&0,0&26.3&0,0.7,10070001,1007&501&1007&1007,1007020|1007023,30150020&30150021,30150019,source_common/comm_bg_2|source_avatar/haogan/haogan_1007|0&0|1,120,1007021,100701&100702,22,100302,1&1003|3&1018,1&1017&100701|2&1001&100702,1&0|2&200|3&300|4&400|5&500|6&600,1&0|2&200|3&300|4&400|5&500|6&600|7&700|8&800|9&900|10&1000|11&1100|12&1206,2&30&10|31&60&30,-1,event:/GameEffect/UIEffect/CardCharacterXlsx-SpineFmodPath-1007,event:/GameEffect/WitchSound/CardCharacterXlsx-WitchSoundFmodPath-1007,event:/GameEffect/WitchSound/JP/CardCharacterXlsx-WitchSoundFmodPath-1007_JP,1007,1&52&2&12&5&13&1&52&2&12&5&13&20&7&21&7|1&104&2&22&5&24&1&104&2&22&5&24&20&14&21&14|1&156&2&34&5&37&1&156&2&34&5&37&20&21&21&22|1&209&2&46&5&49&1&209&2&46&5&49&20&29&21&29|1&260&2&58&5&62&1&260&2&58&5&62&20&36&21&37,2|4|7|16|36|36,1,4,1&1&5|1&2&11,30&1&10|30&2&16,50&1&15|50&2&16,40050007.0,50050007.0,Shana,1,60050022,70050007,60051022,1.1,10,80|2,5,15,100|0.5,-1,莎娜
1008,10050008,1,1&1445|2&347|5&293|20&0|21&0|3&400|16&10|22&100,1,2,0,1000,0,1000,1000,1000,100,10,100801|100803|100802,1&165|2&40|5&33|20&0|21&0,1&0.011725&0.01231125&0.0129268125&0.013573153125&0.01425181078125&0.0149644013203125|2&0.0039&0.004095&0.00429975&0.0045147375&0.004740474375&0.00497749809375|3&0&0&0&0&0&0|4&0&0&0&0&0&0|5&0.002&0.0021&0.002205&0.00231525&0.0024310125&0.002552563125|20&0&0&0&0&0&0|21&0&0&0&0&0&0,1&263&578&631&683&736|2&63&139&152&164&177|5&53&117&128&138&149|20&54&119&130&141&151|21&25&56&61&66&71|4&0&0&0&0&0,1&0&0&259&345&432&519|2&0&0&63&83&104&124|5&0&0&53&70&88&105|20&0&0&53&71&89&107|21&0&0&25&33&42&50|4&0&0&0&0&0&0,602,0,20010301,1&20010301&1|1&20010302&3|1&20010102&5|1&20010303&6|1&20010103&7|2&30010202&30010202|2&30010203&30010203,3000008,10,30,10|30|60|120|240|0,18,100801,1.5,3,2,6,1,9,1,1|1|1|2|2|2|2|3|3|3|3|4,100801,3&100803|4&100804|5&100805|6&100806,30,3,1,13|37|43|65|60|103,1&1|3&2|4&9|5&8,SiWang,1008,41008001|41008002|41008003,source_icon/item/3000008,20050008,30050008,3,-1,176cm|??|55kg|B|103/63/97|01.01,3&1&10080001|3&6&10080002|3&11&10080003|3&16&10080004,3000008,10204|20204|30204|40204|50204|60204|70204|80204|90204,5&1&16&18,1&6&100101,1,-1.82&-0.45&0,0&-56.65&0,1.1,10080001,1008&502&1008&1008,1008021&1008023|1008022,30150023&30150024,30150022,source_common/comm_bg_2|source_avatar/haogan/haogan_1008|0&0|1,100,1008020,100801&100802&100803,223,100102,1&1016|2&1004|3&1024,1&1003&100801|2&1042&100803|3&1005&100803|4&1021&100802,1&0|2&0|3&300|4&400|5&500|6&600,1&0|2&200|3&300|4&400|5&500|6&600|7&700|8&800|9&900|10&1000|11&1100|12&1207,2&30&10|31&60&30,-1,event:/GameEffect/UIEffect/CardCharacterXlsx-SpineFmodPath-1008,event:/GameEffect/WitchSound/CardCharacterXlsx-WitchSoundFmodPath-1008,event:/GameEffect/WitchSound/JP/CardCharacterXlsx-WitchSoundFmodPath-1008_JP,1008,1&0&2&0&5&0&1&0&2&0&5&0&20&0&21&0|1&121&2&29&5&24&1&121&2&29&5&24&20&49&21&23|1&181&2&43&5&37&1&181&2&43&5&37&20&74&21&35|1&243&2&58&5&49&1&243&2&58&5&49&20&99&21&46|1&303&2&72&5&61&1&303&2&72&5&61&20&124&21&58,2|4|7|16|36|36,2,3,1&1&5|1&2&12,30&1&10|30&2&17,50&1&15|50&2&17,40050008.0,50050008.0,Lisa,1,60050024,70050008,60051024,0.75,3.3,80|2,8,12,100|0.5,-1,丽莎
